solvent1,solvent2,GE_RT_x05,gamma1_inf,gamma2_inf
Heptane,Carbon tetrachloride,-0.0063814142707404,0.9729103690129476,0.976474191821752
Heptane,Chloroform,0.0438848709914779,1.215269935580474,1.1705671974304237
Heptane,Cyclohexane,-0.0096424203006575,0.9584992734003184,0.9653350794345362
Heptane,DMF,0.4018728129111074,3.948287156633081,5.71001773702896
Heptane,DMSO,0.7100493769087609,8.374439942674687,36.31534352765114
Heptane,Decane,-0.0111238588747286,0.9603412634306996,0.9518705372792168
Heptane,Dichloromethane,0.163656291519686,2.250632807253412,1.7269310678874346
Heptane,Diethyl ether,0.0546333858554052,1.261353872245028,1.227094209477932
Heptane,Dioxane,0.3315909978238349,3.70619228981116,3.702251777714261
Heptane,Ethanol,0.5677822061865119,9.557461931740187,96.58277113126564
Heptane,Ethyl acetate,0.2643010226273534,2.8255661664025693,2.906828914826558
Heptane,Ethylbenzene,0.0777180381778304,1.380358574363369,1.3508144817751055
Heptane,Methanol,0.7123833995490745,24.066939225923804,246.48836431469505
Heptane,Methyl acetate,0.3367106753377337,4.076173217222864,3.602654388407395
Heptane,NMP,0.2976779493751748,2.6310993979218606,3.972670642911005
Heptane,Octane,-0.0015262763514243,0.9941385291187914,0.9936945245521352
Heptane,Propanol,0.4997337328730937,6.223727961339467,78.03572559069816
Heptane,THF,0.0927327525902487,1.4643497185781165,1.4163417966437082
Heptane,Toluene,0.0895976176425071,1.4873435313035908,1.3879104555621171
Heptane,Water,1.7875813645575829,537028.3948423063,96630.65695332923
Hexane,1-Butanol,0.4213650895555395,4.030017771155271,64.54278626860061
Hexane,1-Hexanol,0.338296450108657,2.7726690047633324,48.43447905638792
Hexane,1-Octanol,0.2674512037749951,2.114846853037066,35.279600435497336
Hexane,2-Propanol,0.4627883832993448,5.104403919879321,67.5165102917758
Hexane,Acetic acid,0.8543126146558162,33.77733890931183,660.4895970958465
Hexane,Acetone,0.3185924667135247,3.405213053853427,3.589084548184189
Hexane,Acetonitrile,0.7280829981750961,27.468522242985404,15.801475131368615
Hexane,Benzene,0.1145093997825145,1.6794714861035935,1.511729391112128
Hexane,Carbon tetrachloride,0.0011908519750855,1.0053912524681043,1.0042045377637852
Hexane,Chloroform,0.0518128294013255,1.2426700834807436,1.216485359436902
Hexane,Cyclohexane,-0.0012137290100544,0.9951562679434348,0.9952446673153562
Hexane,DMF,0.385909202590548,3.532608837628725,5.915104209396077
Hexane,DMSO,0.6719725746615649,6.929443723069318,37.69143702178644
Hexane,Decane,-0.0219265553868183,0.9258193874015314,0.903198972800611
Hexane,Dichloromethane,0.1700644821540642,2.1928853926717107,1.818216562230484
Hexane,Diethyl ether,0.0579892521265874,1.261739760333328,1.2579273652087166
Hexane,Dioxane,0.3217162113442016,3.3350365583224986,3.834112786459107
Hexane,Ethanol,0.5472698821758257,8.016356580304944,98.47515712193086
Hexane,Ethyl acetate,0.2543407496636952,2.576983392091639,2.9711275550749714
Hexane,Ethylbenzene,0.0753099552035394,1.3423267806967425,1.3619396475142294
Hexane,Heptane,-0.0018429579280137,0.99295012444909,0.992363426755026
Hexane,Methanol,0.6911694751570818,18.85880901395855,252.3607706845147
Hexane,Methyl acetate,0.3280854971370471,3.64156863671594,3.740768510964071
Hexane,NMP,0.2826549165266162,2.4134652162186323,4.049483286211236
Hexane,Octane,-0.0067142080201615,0.9753942277040992,0.9713702132204308
Hexane,Propanol,0.4771157548355009,5.343433323072203,78.4484889493808
Hexane,THF,0.0986418428999283,1.4728847523418678,1.4758224481418245
Hexane,Toluene,0.0900861913726784,1.4541443836776082,1.4169484787174798
Hexane,Water,1.7317083118051917,150122.71137601542,95403.02026645212
Methanol,1-Butanol,0.0508577341758332,1.1820138727183909,1.3028224180537782
Methanol,1-Hexanol,0.0801679657687887,1.275590058903458,1.6305728699089952
Methanol,1-Octanol,0.1064235791191506,1.3612526668154434,2.0876122617984274
Methanol,2-Propanol,0.0346039228574761,1.1259188793186552,1.1817259535245133
Methanol,Acetic acid,-0.3732973714227876,0.2460952695847496,0.2493909285125798
Methanol,Acetone,0.144955087116548,2.4666019805118986,1.545624703282689
Methanol,Acetonitrile,0.3174386926497471,6.019767484759958,3.4433212713601296
Methanol,Carbon tetrachloride,0.6303451085274818,214.0096817815404,11.945479302063127
Methanol,Chloroform,-0.4857797267204196,0.4337679285084294,0.1483548048049868
Methanol,DMF,-0.1788041986984149,0.5994272315780607,0.2945059197596387
Methanol,DMSO,-0.6266577170955481,0.1660730650375614,0.0234339620930885
Methanol,Dichloromethane,-0.0104998583684898,6.40341831067117,0.4592437066464181
Methanol,Diethyl ether,0.2070709282685318,2.5059496903293,2.5675617114992693
Methanol,Dioxane,0.0793400441612784,1.7024286718448565,1.163792343712302
Methanol,Ethanol,0.0126767983173405,1.0475556473204215,1.057396982334731
Methanol,Ethyl acetate,0.2555336713853483,4.534871156735218,2.5674551901704907
Methanol,Methyl acetate,0.2600421740013592,5.019408132841655,2.536177857701551
Methanol,NMP,-0.3040222726084782,0.3934339194313634,0.1551477864278899
Methanol,Propanol,0.0325729127469318,1.1192207301930432,1.1685482630246151
Methanol,THF,-0.0225803603626181,0.8871077293594902,0.982420084629388
Methanol,Water,0.078905590536602,2.0263358208889954,1.165550215633675
Methyl acetate,Acetic acid,-0.1476669524805258,0.5821812003725996,0.5200146824188755
Methyl acetate,Water,0.5435698114206833,11.512271462807576,45.997881629754616
NMP,Acetic acid,-1.529827812486472,0.0010592656296184,0.010808118569779
NMP,Carbon tetrachloride,0.1666637977642605,2.4975005781478155,1.5813610468178896
NMP,Chloroform,-2.218445087255015,1.2152020513571752e-05,0.003951726372499
NMP,Dichloromethane,-1.454392533963786,0.0019252428017154,0.0117413154198851
NMP,Diethyl ether,0.0718718153436079,1.441406480542239,1.2539791494664336
